"fecha_de_autorizaci_n","tipo_de_solicitud","solicitante_importador","ium","principio_activo1","concentraci_n_delmedicamento1","unidad_medida1","principio_activo2","concentraci_n_del_medicamento2","unidad_medida2","forma_farmac_utica","nombre_comercial_","cantidad_solicitada","presentaci_n_comercial","diagnostico_cie_1no_reporta","c_digo_diagnostico_cie_10"
"2025-07-11T05:00:00.000","PACIENTE ESPECIFICO","AUDIFARMA S.A.","1A1000141000100","ATALUREN","250","mg","NO APLICA","NO APLICA","NO APLICA","POLVO GRANULADO PARA RECONSTITUIR A SUSPENSIÓN ORAL","TRANSLARNA","6","CAJAS X 30 SOBRES","DISTROFIA MUSCULAR","G710"
"2025-07-10T05:00:00.000","MÁS DE UN PACIENTE","AVALON PHARMACEUTICAL SA","1I1030991006100","INMUNOGLOBULINA HUMANA NORMAL","50","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","V-IMMUNE","1500","CAJAS X 1 FRASCO VIAL DE 100 mL","OTROS TRASTORNOS DE LA SANGRE Y DE LOS ORGANOS HEMATOPOYETICOS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE","D77X"
"2025-07-10T05:00:00.000","PACIENTE ESPECIFICO","IMPROVIT MEDICAL SAS","1T1001911004100","TOLVAPTAN","15","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","TOLVAHEAL","144","CAJAS X 10 TABLETAS","RIÑON POLIQUISTICO, TIPO ADULTO","Q612"
"2025-07-10T05:00:00.000","PACIENTE ESPECIFICO","GLOBAL SERVICE PHARMACEUTICAL S.A.S.","1P1012181004100","CLORURO DE POTASIO","20","mEq","NO APLICA","NO APLICA","NO APLICA","TABLETA","NO REPORTADO","9","FRASCOS X 100 TABLETAS","SINDROME DE GITELMAN","N158"
"2025-07-10T05:00:00.000","PACIENTE ESPECIFICO","GLOBAL SERVICE PHARMACEUTICAL S.A.S. - VALENTECH","2E1063641000102","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","200/100/300","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","TRIKAFTA","3","CAJAS X 28 DOSIS

CADA CAJA CONTIENE KIT POR 84 TABLETAS, DE ELEXACAFTOR 100mg/ TEZACAFTOR 50mg / IVACAFTOR 75mg (56 TABLETAS) & DE IVACAFTOR 150mg (28 TABLETAS)","FIBROSIS QUISTICA CON MANIFESTACIONES PULMONARES","E840"
"2025-07-10T05:00:00.000","PACIENTE ESPECIFICO","GLOBAL THERAPEUTICS S.A.S","1T1001911004100","TOLVAPTAN","15","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","TOLVAHEAL","108","CAJAS X 10 TABLETAS","RIÑON POLIQUISTICO, TIPO ADULTO","Q612"
"2025-07-10T05:00:00.000","PACIENTE ESPECIFICO","AUDIFARMA S.A.","1V1030561000100","VOLANESORSEN","190","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","WAYLIVRA","12","CAJAS X 1 JERINGA X 1,5 mL","HIPERQUILOMICRONEMIA","E783"
"2025-07-10T05:00:00.000","PACIENTE ESPECIFICO","GLOBAL SERVICE PHARMACEUTICAL S.A.S.","1P1060231000100","CLORURO DE POTASIO","600","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","NO REPORTADO","22","FRASCOS X 100 TABLETAS","OTROS TIPOS DE HIPERALDOSTERONISMO","E268"
"2025-07-09T05:00:00.000","PACIENTE ESPECIFICO","VALENTECH PHARMA COLOMBIA SAS","2E1063641000102","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","200/100/300","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA DE LIBERACION NO MODIFICADA","TRIKAFTA","6","CAJA X 28 DOSIS
CADA CAJA CON KIT POR 84 TABLETAS, DE ELEXACAFTOR 100 MG/ TEZACAFTOR 50 MG / IVACAFTOR 75 MG (56 TABLETAS) & IVACAFTOR 150 MG (28 TABLETAS)","FIBROSIS QUISTICA CON MANIFESTACIONES INTESTINALES","E841"
"2025-07-09T05:00:00.000","URGENCIA CLÍNICA","UNO HEALTHCARE S.A.S.","SIN IUM POR SER FITOTERAPEUTICO","EXTRACTO SECO DE LA CORTEZA DE ABEDUL-BETULINA","100","mg","NO APLICA","NO APLICA","NO APLICA","GEL","FILSUVEZ","24","TUBOS X 23,4 g","EPIDERMOLISIS BULLOSA DISTROFICA","Q812"
"2025-07-09T05:00:00.000","PACIENTE ESPECIFICO","GLOBAL SERVICE PHARMACEUTICAL S.A.S. - VALENTECH","2E1063651000102","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","100/50/150","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA DE LIBERACION NO MODIFICADA","TRIKAFTA","6","CAJA X 28 DOSIS
CADA CAJA CON KIT POR 84 TABLETAS, DE ELEXACAFTOR 50 MG/ TEZACAFTOR 25 MG /IVACAFTOR 37,5 MG (56 TABLETAS) & IVACAFTOR 75MG (28TABLETAS)","FIBROSIS QUISTICA CON MANIFESTACIONES PULMONARES","E840"
"2025-07-09T05:00:00.000","MÁS DE UN PACIENTE","AL PHARMA S.A.S","1H1046221004100","HIDROXICARBAMIDA (HIDROXIUREA)","500","mg","NO APLICA","NO APLICA","NO APLICA","CAPSULA","PROPTIVA","308","CAJAS X 100 CÁPSULAS","LEUCEMIA MONOCITICA CRONICA","C931"
"2025-07-09T05:00:00.000","MÁS DE UN PACIENTE","AL PHARMA S.A.S","1H1046221004100","HIDROXICARBAMIDA (HIDROXIUREA)","500","mg","NO APLICA","NO APLICA","NO APLICA","CAPSULA","PROPTIVA","308","CAJAS X 100 CÁPSULAS","LEUCEMIA MONOCITICA CRONICA","C931"
"2025-07-09T05:00:00.000","MÁS DE UN PACIENTE","AL PHARMA S.A.S","1H1046221004100","HIDROXICARBAMIDA (HIDROXIUREA)","500","mg","NO APLICA","NO APLICA","NO APLICA","CAPSULA","PROPTIVA","308","CAJAS X 100 CÁPSULAS","LEUCEMIA MONOCITICA CRONICA","C931"
"2025-07-09T05:00:00.000","MÁS DE UN PACIENTE","AL PHARMA S.A.S","1H1046221004100","HIDROXICARBAMIDA (HIDROXIUREA)","500","mg","NO APLICA","NO APLICA","NO APLICA","CAPSULA","PROPTIVA","308","CAJAS X 100 CÁPSULAS","LEUCEMIA MONOCITICA CRONICA","C931"
"2025-07-09T05:00:00.000","MÁS DE UN PACIENTE","AL PHARMA S.A.S","1H1046221004100","HIDROXICARBAMIDA (HIDROXIUREA)","500","mg","NO APLICA","NO APLICA","NO APLICA","CAPSULA","PROPTIVA","308","CAJAS X 100 CÁPSULAS","LEUCEMIA MONOCITICA CRONICA","C931"
"2025-07-09T05:00:00.000","MÁS DE UN PACIENTE","AL PHARMA S.A.S","1H1046221004100","HIDROXICARBAMIDA (HIDROXIUREA)","500","mg","NO APLICA","NO APLICA","NO APLICA","CAPSULA","PROPTIVA","308","CAJAS X 100 CÁPSULAS","LEUCEMIA MONOCITICA CRONICA","C931"
"2025-07-09T05:00:00.000","MÁS DE UN PACIENTE","AL PHARMA S.A.S","1H1046221004100","HIDROXICARBAMIDA (HIDROXIUREA)","500","mg","NO APLICA","NO APLICA","NO APLICA","CAPSULA","PROPTIVA","308","CAJAS X 100 CÁPSULAS","LEUCEMIA MONOCITICA CRONICA","C931"
"2025-07-09T05:00:00.000","MÁS DE UN PACIENTE","AL PHARMA S.A.S","1H1046221004100","HIDROXICARBAMIDA (HIDROXIUREA)","500","mg","NO APLICA","NO APLICA","NO APLICA","CAPSULA","PROPTIVA","204","CAJAS X 100 CÁPSULAS","LEUCEMIA MONOCITICA CRONICA","C931"
"2025-07-09T05:00:00.000","MÁS DE UN PACIENTE","AL PHARMA S.A.S","1H1046221004100","HIDROXICARBAMIDA (HIDROXIUREA)","500","mg","NO APLICA","NO APLICA","NO APLICA","CAPSULA","PROPTIVA","204","CAJAS X 100 CÁPSULAS","LEUCEMIA MONOCITICA CRONICA","C931"
"2025-07-09T05:00:00.000","MÁS DE UN PACIENTE","AL PHARMA S.A.S","1H1046221004100","HIDROXICARBAMIDA (HIDROXIUREA)","500","mg","NO APLICA","NO APLICA","NO APLICA","CAPSULA","PROPTIVA","308","CAJAS X 100 CÁPSULAS","LEUCEMIA MONOCITICA CRONICA","C931"
"2025-07-09T05:00:00.000","MÁS DE UN PACIENTE","AL PHARMA S.A.S","1H1046221004100","HIDROXICARBAMIDA (HIDROXIUREA)","500","mg","NO APLICA","NO APLICA","NO APLICA","CAPSULA","PROPTIVA","308","CAJAS X 100 CÁPSULAS","LEUCEMIA MONOCITICA CRONICA","C931"
"2025-07-09T05:00:00.000","MÁS DE UN PACIENTE","AL PHARMA S.A.S","1H1046221004100","HIDROXICARBAMIDA (HIDROXIUREA)","500","mg","NO APLICA","NO APLICA","NO APLICA","CAPSULA","PROPTIVA","308","CAJAS X 100 CÁPSULAS","LEUCEMIA MONOCITICA CRONICA","C931"
"2025-07-09T05:00:00.000","MÁS DE UN PACIENTE","AL PHARMA S.A.S","1H1046221004100","HIDROXICARBAMIDA (HIDROXIUREA)","500","mg","NO APLICA","NO APLICA","NO APLICA","CAPSULA","PROPTIVA","204","CAJAS X 100 CÁPSULAS","LEUCEMIA MONOCITICA CRONICA","C931"
"2025-07-09T05:00:00.000","MÁS DE UN PACIENTE","AL PHARMA S.A.S","1H1046221004100","HIDROXICARBAMIDA (HIDROXIUREA)","500","mg","NO APLICA","NO APLICA","NO APLICA","CAPSULA","PROPTIVA","308","CAJAS X 100 CÁPSULAS","LEUCEMIA MONOCITICA CRONICA","C931"
"2025-07-09T05:00:00.000","PACIENTE ESPECIFICO","JAASIEL SAS - ORPHANDC G COL S.A.S","1B1046201000100","BEROTRALSTAT","150","mg","NO APLICA","NO APLICA","NO APLICA","CAPSULAS DE LIBERACIÓN NO MODIFICADA","ORLADEYO","6","CAJAS X 28 CAPSULAS","DEFECTO DEL SISTEMA DEL COMPLEMENTO","D841"
"2025-07-09T05:00:00.000","PACIENTE ESPECIFICO","GLOBAL THERAPEUTICS S.A.S","1S1040361000101","SELUMETINIB","10","mg","NO APLICA","NO APLICA","NO APLICA","CAPSULAS DE LIBERACIÓN NO MODIFICADA","KOSELUGO","6","FRASCOS X 60 CÁPSULAS","NEUROFIBROMATOSIS (NO MALIGNA)","Q850"
"2025-07-07T05:00:00.000","PACIENTE ESPECIFICO","AUDIFARMA S.A.","1A1001711000100","ATALUREN","125","mg","NO APLICA","NO APLICA","NO APLICA","POLVO GRANULADO PARA RECONSTITUIR A SUSPENSIÓN ORAL","TRANSLARNA","6","CAJAS X 30 SOBRES","DISTROFIA MUSCULAR","G710"
"2025-07-07T05:00:00.000","PACIENTE ESPECIFICO","AUDIFARMA S.A.","1A1000141000100","ATALUREN","250","mg","NO APLICA","NO APLICA","NO APLICA","POLVO GRANULADO PARA RECONSTITUIR A SUSPENSIÓN ORAL","TRANSLARNA","18","CAJAS X 30 SOBRES","DISTROFIA MUSCULAR","G710"
"2025-07-07T05:00:00.000","PACIENTE ESPECIFICO","JAASIEL SAS - ORPHANDC G COL S.A.S","1P1063001000100","PACRITINIB","100","mg","NO APLICA","NO APLICA","NO APLICA","CAPSULA","VONJO","3","CAJAS X 120 CAPSULAS","ENFERMEDAD MIELOPROLIFERATIVA CRONICA","D471"
"2025-07-04T05:00:00.000","MÁS DE UN PACIENTE","GENBIE SAS","1I1030991020100","INMUNOGLOBULINA HUMANA NORMAL","50","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","SUNGLOB","4800","CAJAS X 1 VIAL DE 100 mL","INMUODEFICIENCIA PRIMARIA, PURPURA TROMBOCITOPENICA","NO REPORTADO"
"2025-07-04T05:00:00.000","MÁS DE UN PACIENTE","QUIRUX MEDICAL SAS","1I1030991015100","INMUNOGLOBULINA HUMANA NORMAL","50","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","PROGLOB","3000","CAJAS X 1 VIAL X 100 mL","OTROS TRASTORNOS DE LA SANGRE Y DE LOS ORGANOS HEMATOPOYETICOS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE","D77X"
"2025-07-04T05:00:00.000","MÁS DE UN PACIENTE","INTERNATIONAL PHARMACEUTICAL PRODUCTS SAS (INPHAPRO SAS)","1T1049311003100","TOBRAMICINA","60","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN PARA INHALAR","TOBRAL","54","CAJAS X 56 AMPOLLAS DE 5 mL","FIBROSIS QUISTICA CON MANIFESTACIONES PULMONARES","E840"
"2025-07-04T05:00:00.000","MÁS DE UN PACIENTE","FAST PHARMA S.A.S","1H1046221001100","HIDROXICARBAMIDA (HIDROXIUREA)","500","mg","NO APLICA","NO APLICA","NO APLICA","CAPSULA","ECZANE","560","CAJAS X 100 CÁPSULAS","LEUCEMIA MONOCITICA CRONICA","C931"
"2025-07-04T05:00:00.000","MÁS DE UN PACIENTE","VESALIUS PHARMA S.A.S.","1C1002871001100","CLOFAZIMINA","100","mg","NO APLICA","NO APLICA","NO APLICA","CAPSULA","CLOFZIMIN","2080","CAJAS X 10 CÁPSULAS","LEPRA INDETERMINADA","A300"
"2025-07-04T05:00:00.000","PACIENTE ESPECIFICO","VALENTECH PHARMA COLOMBIA SAS","2E1063641000102","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","200/100/300","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","TRIKAFTA","7","CAJAS X 28 DOSIS

CADA CAJA CONTIENE KIT POR 84 TABLETAS, DE ELEXACAFTOR 100mg/ TEZACAFTOR 50mg / IVACAFTOR 75mg (56 TABLETAS) & DE IVACAFTOR 150mg (28 TABLETAS)","FIBROSIS QUISTICA CON MANIFESTACIONES PULMONARES","E840"
"2025-07-04T05:00:00.000","PACIENTE ESPECIFICO","INTERNATIONAL PHARMACEUTICAL PRODUCTS SAS (INPHAPRO SAS)","1U1005691000100","UBIDECARENONA","300","mg","NO APLICA","NO APLICA","NO APLICA","CAPSULA","COQ-10","3","FRASCOS POR 30 CÁPSULAS","TRASTORNOS DEL METABOLISMO DEL PIRUVATO Y DE LAS GLUCONEOGENESIS","E744"
"2025-07-04T05:00:00.000","PACIENTE ESPECIFICO","INTERNATIONAL PHARMACEUTICAL PRODUCTS SAS (INPHAPRO SAS)","1T1003321000100","TRIHEXIFENIDILO HCl","5","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","ARTANE","22","CAJAS X 100 TABLETAS","DISTONIA, NO ESPECIFICADA","G249"
"2025-07-04T05:00:00.000","PACIENTE ESPECIFICO","AUDIFARMA S.A.","1A1001711000100","ATALUREN","125","mg","NO APLICA","NO APLICA","NO APLICA","POLVO GRANULADO PARA RECONSTITUIR A SUSPENSIÓN ORAL","TRANSLARNA","6","CAJAS X 30 SOBRES","DISTROFIA MUSCULAR","G710"
"2025-07-04T05:00:00.000","PACIENTE ESPECIFICO","AUDIFARMA S.A.","1A1000141000100","ATALUREN","250","mg","NO APLICA","NO APLICA","NO APLICA","POLVO GRANULADO PARA RECONSTITUIR A SUSPENSIÓN ORAL","TRANSLARNA","42","CAJAS X 30 SOBRES","DISTROFIA MUSCULAR","G710"
"2025-07-04T05:00:00.000","PACIENTE ESPECIFICO","VALENTECH PHARMA COLOMBIA SAS","2E1063641000102","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","200/100/300","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA DE LIBERACION NO MODIFICADA","TRIKAFTA","6","CAJA X 28 DOSIS
CADA CAJA CON KIT POR 84 TABLETAS, DE ELEXACAFTOR 100 MG/ TEZACAFTOR 50 MG / IVACAFTOR 75 MG (56 TABLETAS) & IVACAFTOR 150 MG (28 TABLETAS)","FIBROSIS QUISTICA, SIN OTRA ESPECIFICACION","E849"
"2025-07-04T05:00:00.000","PACIENTE ESPECIFICO","ROCKA INTERNATIONAL SOLUTIONS","1D1061121000100","DOSTARLIMAB","500","mg/Vial","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","JEMPERLI","4","CAJAS X UN (1) VIAL X 10mL","TUMOR MALIGNO DEL ENDOMETRIO","C541"
"2025-07-04T05:00:00.000","URGENCIA CLÍNICA","UNO HEALTHCARE S.A.S.","1M1000831000101","METRELEPTIN","5","mg/mL","NO APLICA","NO APLICA","NO APLICA","POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCIÓN INYECTABLE","MYALEPT","180","CAJAS X 1 VIAL DE 0,6 mL","LIPODISTROFIA, NO CLASIFICADA EN OTRA PARTE","E881"
"2025-07-04T05:00:00.000","PACIENTE ESPECIFICO","VALENTECH PHARMA COLOMBIA SAS","1G1036161001100","GOLODIRSEN","50","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","VYONDYS","168","CAJAS X 1 VIAL DE 2 mL","DISTROFIA MUSCULAR","G710"
"2025-07-04T05:00:00.000","PACIENTE ESPECIFICO","INTERNATIONAL PHARMACEUTICAL PRODUCTS SAS (INPHAPRO SAS)","1V1041501000100","VOSORITIDA","0.8","mg/mL","NO APLICA","NO APLICA","NO APLICA","POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCIÓN INYECTABLE","VOXZOGO","9","CAJAS X 10 VIALES","ACONDROPLASIA","Q774"
"2025-07-04T05:00:00.000","PACIENTE ESPECIFICO","INTERNATIONAL PHARMACEUTICAL PRODUCTS SAS (INPHAPRO SAS)","1T1062941000101","TEPOTINIB","225","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","TEPMETKO","6","CAJAS X 60 TABLETAS","TUMOR MALIGNO DE LOS BRONQUIOS O DEL PULMON, PARTE NO ESPECIFICADA","C349"
"2025-07-04T05:00:00.000","PACIENTE ESPECIFICO","GLOBAL SERVICE PHARMACEUTICAL S.A.S. - ASTRAZENECA","1S1037401000100","SELUMETINIB","25","mg","NO APLICA","NO APLICA","NO APLICA","CAPSULAS","KOSELUGO","6","CAJAS X 60 CAPSULAS","NEUROFIBROMATOSIS (NO MALIGNA)","Q850"
"2025-07-04T05:00:00.000","PACIENTE ESPECIFICO","GLOBAL SERVICE PHARMACEUTICAL S.A.S. - VALENTECH","2E1063651000102","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","100/50/150","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA DE LIBERACION NO MODIFICADA","TRIKAFTA","6","CAJA X 28 DOSIS
CADA CAJA CON KIT POR 84 TABLETAS, DE ELEXACAFTOR 50 MG/ TEZACAFTOR 25 MG /IVACAFTOR 37,5 MG (56 TABLETAS) & IVACAFTOR 75MG (28TABLETAS)","FIBROSIS QUISTICA CON MANIFESTACIONES PULMONARES","E840"
"2025-07-04T05:00:00.000","PACIENTE ESPECIFICO","JAASIEL SAS - ORPHANDC G COL S.A.S","1R1060901000100","ROPEGINTERFERON ALFA 2B","500","mcg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","BESREMI","6","CAJAS x UNA (1) JERINGA PRECARGADA X 1 mL","POLICITEMIA VERA","D45X"
"2025-07-01T05:00:00.000","MÁS DE UN PACIENTE","PISA FARMACÉUTICA DE COLOMBIA S.A.","1N1025871000100","NOREPINEFRINA","1","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","PRIDAM","8522","CAJA X 10 AMPOLLAS","ESTADOS DE HIPOTENSION AGUDA","NO REPORTADO"
"2025-07-01T05:00:00.000","MÁS DE UN PACIENTE","REPREFARCO SAS","1S1015871002100","BICARBONATO DE SODIO","1","mEq","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","NO REPORTADO","10000","CAJAS X 5 AMPOLLAS X 10 mL","NO REPORTADO","NO REPORTADO"
"2025-07-01T05:00:00.000","MÁS DE UN PACIENTE","REPREFARCO SAS","1S1015871002100","BICARBONATO DE SODIO","1","mEq","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","NO REPORTADO","10000","CAJAS X 5 AMPOLLAS X 10 mL","NO REPORTADO","NO REPORTADO"
"2025-07-01T05:00:00.000","MÁS DE UN PACIENTE","REPREFARCO SAS","1S1015871002100","BICARBONATO DE SODIO","1","mEq","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","NO REPORTADO","10000","CAJAS X 5 AMPOLLAS X 10 mL","NO REPORTADO","NO REPORTADO"
"2025-07-01T05:00:00.000","MÁS DE UN PACIENTE","REPREFARCO SAS","1S1015871002100","BICARBONATO DE SODIO","1","mEq","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","NO REPORTADO","10000","CAJAS X 5 AMPOLLAS X 10 mL","NO REPORTADO","NO REPORTADO"
"2025-07-01T05:00:00.000","MÁS DE UN PACIENTE","REPREFARCO SAS","1S1015871002100","BICARBONATO DE SODIO","1","mEq","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","NO REPORTADO","10000","CAJAS X 5 AMPOLLAS X 10 mL","NO REPORTADO","NO REPORTADO"
"2025-07-01T05:00:00.000","MÁS DE UN PACIENTE","REPREFARCO SAS","1S1015871002100","BICARBONATO DE SODIO","1","mEq","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","NO REPORTADO","10000","CAJAS X 5 AMPOLLAS X 10 mL","NO REPORTADO","NO REPORTADO"
"2025-07-01T05:00:00.000","MÁS DE UN PACIENTE","REPREFARCO SAS","1S1015871002100","BICARBONATO DE SODIO","1","mEq","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","NO REPORTADO","10000","CAJAS X 5 AMPOLLAS X 10 mL","NO REPORTADO","NO REPORTADO"
"2025-07-01T05:00:00.000","MÁS DE UN PACIENTE","REPREFARCO SAS","1S1015871002100","BICARBONATO DE SODIO","1","mEq","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","NO REPORTADO","10000","CAJAS X 5 AMPOLLAS X 10 mL","NO REPORTADO","NO REPORTADO"
"2025-07-01T05:00:00.000","MÁS DE UN PACIENTE","REPREFARCO SAS","1S1015871002100","BICARBONATO DE SODIO","1","mEq","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","NO REPORTADO","10000","CAJAS X 5 AMPOLLAS X 10 mL","NO REPORTADO","NO REPORTADO"
"2025-07-01T05:00:00.000","MÁS DE UN PACIENTE","REPREFARCO SAS","1S1015871002100","BICARBONATO DE SODIO","1","mEq","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","NO REPORTADO","10000","CAJAS X 5 AMPOLLAS X 10 mL","NO REPORTADO","NO REPORTADO"
"2025-07-01T05:00:00.000","PACIENTE ESPECIFICO","GLOBAL THERAPEUTICS S.A.S","1T1007651003100","TOLVAPTAN","30","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","TOLVAHEAL","54","CAJA X 10 TABLETAS","RIÑON POLIQUISTICO, TIPO ADULTO","Q612"
"2025-07-01T05:00:00.000","PACIENTE ESPECIFICO","GLOBAL SERVICE PHARMACEUTICAL S.A.S.","1V1030561000100","VOLANESORSEN","190","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","WAYLIVRA","12","CAJAS X 1 JERINGA X 1,5 mL","HIPERQUILOMICRONEMIA","E783"
"2025-07-01T05:00:00.000","PACIENTE ESPECIFICO","VALENTECH PHARMA COLOMBIA SAS","2E1063641000102","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","200/100/300","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA DE LIBERACION NO MODIFICADA","TRIKAFTA","6","CAJA X 28 DOSIS
CADA CAJA CON KIT POR 84 TABLETAS, DE ELEXACAFTOR 100 MG/ TEZACAFTOR 50 MG / IVACAFTOR 75 MG (56 TABLETAS) & IVACAFTOR 150 MG (28 TABLETAS)","FIBROSIS QUISTICA, SIN OTRA ESPECIFICACION","E849"
"2025-07-01T05:00:00.000","PACIENTE ESPECIFICO","GESTIFARMA S.A.S. - PFIZER SAS","1E1060801000100","ELRANATAMAB","40","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","ELREXFIO","12","CAJAS X 1 VIAL X 1,9 mL","MIELOMA MULTIPLE","C900"
"2025-07-01T05:00:00.000","PACIENTE ESPECIFICO","GLOBAL SERVICE PHARMACEUTICAL S.A.S.","1A1001611000100","AMILORIDE","5","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","MODAMIDE","18","CAJA X 30 TABLETAS","OTRAS ENFERMEDADES ESPECIFICAS DEL HIGADO","K768"
"2025-07-01T05:00:00.000","PACIENTE ESPECIFICO","GLOBAL SERVICE PHARMACEUTICAL S.A.S.","1P1012181004100","CLORURO DE POTASIO","1500","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","NO REPORTADO","22","FRASCOS X 100 TABLETAS","OTRAS ENFERMEDADES ESPECIFICAS DEL HIGADO","K768"
"2025-07-01T05:00:00.000","PACIENTE ESPECIFICO","VALENTECH PHARMA COLOMBIA SAS","2E1063641000102","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","200/100/300","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA DE LIBERACION NO MODIFICADA","TRIKAFTA","3","CAJA X 28 DOSIS
CADA CAJA CON KIT POR 84 TABLETAS, DE ELEXACAFTOR 100 MG/ TEZACAFTOR 50 MG / IVACAFTOR 75 MG (56 TABLETAS) & IVACAFTOR 150 MG (28 TABLETAS)","FIBROSIS QUISTICA CON MANIFESTACIONES PULMONARES","E840"
"2025-07-01T05:00:00.000","PACIENTE ESPECIFICO","GLOBAL SERVICE PHARMACEUTICAL S.A.S. - AUDIFARMA S.A.","1V1041501000100","VOSORITIDA","0.8","mg/mL","NO APLICA","NO APLICA","NO APLICA","POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCIÓN INYECTABLE","VOXZOGO","9","CAJAS X 10 VIALES  + JERINGA PRECARGADA X 0.7 mL de SOLVENTE","ACONDROPLASIA","Q774"
"2025-07-01T05:00:00.000","PACIENTE ESPECIFICO","RECORDATI RARE DISEASES COLOMBIA S.A.S","1D1045621000100","DINUTUXIMAB BETA","4.5","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN CONCENTRADA PARA PERFUSIÓN","QARZIBA","25","CAJAS X UN (1) VIAL","OTROS ORGANOS Y TEJIDOS TRASPLANTADOS","Z948"
"2025-07-01T05:00:00.000","URGENCIA CLÍNICA","VALENTECH PHARMA COLOMBIA SAS","2E1063641000102","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","200/100/300","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA DE LIBERACION NO MODIFICADA","TRIKAFTA","3","CAJA X 28 DOSIS (KIT POR 84 TABLETAS DE ELEXACAFTOR 100 MG/ TEZACAFTOR 50 MG / IVACAFTOR 75 MG (56 TABLETAS) & IVACAFTOR 150 MG (28 TABLETAS) )","FIBROSIS QUISTICA, SIN OTRA ESPECIFICACION","E849"
"2025-07-01T05:00:00.000","PACIENTE ESPECIFICO","GLOBAL THERAPEUTICS S.A.S","1T1001911004100","TOLVAPTAN","15","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","TOLVAHEAL","144","CAJAS X 10 TABLETAS","RIÑON POLIQUISTICO, TIPO ADULTO","Q612"
"2025-06-27T05:00:00.000","MÁS DE UN PACIENTE","VESALIUS PHARMA S.A.S.","1S1011101002100","ACIDO DIMERCAPTOSUCCINICO (SUCCIMERO)","100","mg","NO APLICA","NO APLICA","NO APLICA","CAPSULA","SUXIMER","254","CAJAS X 100 CÁPSULAS","EFECTO TOXICO DE METALES: PLOMO Y SUS COMPUESTOS","T560"
